yrke_raa,antall_personer,normalisert,kategori,kilde,notat
smedlærling,1,Smedlærling,Håndverk,regel,lærling uten fag: antatt håndverk
Smedlærling hos Weiling,1,Smedlærling,Håndverk,regel,lærling uten fag: antatt håndverk
Smedmester & Rørlægg.,1,Smedmester,Håndverk,regel,lærling uten fag: antatt håndverk
Smedsvend ved Smedje & Rørlæggerværksted,1,Smedsvenn,Håndverk,manuell,
Snedker & Husejer,1,Snekker,Håndverk,regel,lærling uten fag: antatt håndverk
Snedker arbeider,1,Snekker,Håndverk,regel,lærling uten fag: antatt håndverk
Snedker for Fr.halds Kommune,1,Snekker,Håndverk,regel,lærling uten fag: antatt håndverk
Snedker Gaardeier,1,Snekker,Håndverk,regel,lærling uten fag: antatt håndverk
Snedker og Portner,1,Snekker,Håndverk,regel,lærling uten fag: antatt håndverk
Snedkerarbeider forskjellige Steder,1,Snekker,Håndverk,regel,lærling uten fag: antatt håndverk
Snedkerforretning (Møbelforretning) Gaardeier,1,Snekker,Håndverk,regel,lærling uten fag: antatt håndverk
Snedkerlerling,1,Snekkerlærling,Håndverk,regel,lærling uten fag: antatt håndverk
Snedkerlærling hos Vestberg,1,Snekkerlærling,Håndverk,regel,lærling uten fag: antatt håndverk
Snedkermester og Dreier,1,Snekkermester,Håndverk,regel,lærling uten fag: antatt håndverk
Snedkermester og Huseier,1,Snekkermester,Håndverk,regel,lærling uten fag: antatt håndverk
snedkersvend,1,Snekkersvenn,Håndverk,regel,lærling uten fag: antatt håndverk
Snedkersvend hos Boman,1,Snekkersvenn,Håndverk,regel,lærling uten fag: antatt håndverk
Snedkkerform Snedkerarbeder,1,Snekker,Håndverk,regel,lærling uten fag: antatt håndverk
Snedkmester,1,Snekkermester,Håndverk,regel,"markør = biljardmarkør, håndverk-ish; tvil"
Sneker,1,Snekker,Håndverk,regel,"markør = biljardmarkør, håndverk-ish; tvil"
Snekker,1,Snekker,Håndverk,regel,"markør = biljardmarkør, håndverk-ish; tvil"
Snickare læring,1,Snekkerlærling,Håndverk,regel,"markør = biljardmarkør, håndverk-ish; tvil"
Snæker,1,Snekker,Håndverk,regel,"markør = biljardmarkør, håndverk-ish; tvil"
Steddatter Sætterske,1,Typograf,Håndverk,regel,lærling uten fag: antatt håndverk
Sætterske hos Sem,1,Typograf,Håndverk,regel,lærling uten fag: antatt håndverk
søn Kjettingsmed,1,Smed (industri),Industri,regel,"markør = biljardmarkør, håndverk-ish; tvil"
Tapetser-arbeider hos Mester,1,Tapetser,Håndverk,manuell,
Typograf ansat i Smaal. Amtstidene,1,Typograf,Håndverk,regel,lærling uten fag: antatt håndverk
Typograf i Tilskueren,1,Typograf,Håndverk,regel,lærling uten fag: antatt håndverk
Typograf ved Avistrykkeri,1,Typograf,Håndverk,regel,lærling uten fag: antatt håndverk
"Typografistinde, assidentstrykker",1,Typograf,Håndverk,regel,lærling uten fag: antatt håndverk
Typograflerling,1,Typograf,Håndverk,regel,lærling uten fag: antatt håndverk
Typoraph,1,Typograf,Håndverk,regel,"markør = biljardmarkør, håndverk-ish; tvil"
Tøfelmakare egen regn,1,Tøffelmakermester,Håndverk,regel,"markør = biljardmarkør, håndverk-ish; tvil"
Uhrm. forretning,1,Urmakermedarbeider,Håndverk,manuell,
Uhrmager mester,1,Urmakermester,Håndverk,regel,lærling uten fag: antatt håndverk
Uhrmagerlærling,1,Urmakerlærling,Håndverk,regel,lærling uten fag: antatt håndverk
Urmagersvend,1,Urmakersvenn,Håndverk,regel,lærling uten fag: antatt håndverk
Vognlakerer for egen regn,1,Vognlakkerermester,Håndverk,manuell,
Vognlakerer Vogntrækker,1,Vognlakkerer,Håndverk,manuell,
arb Gardinfabriken,1,Gardinfabrikkarbeider,Industri,regel,
arb paa Fyrstikfabrikken,1,Fyrstikkfabrikkarbeider,Industri,regel,
Arb. paa det Ankerske arbeidshus,1,Arbeidshus,Forsørget,regel,arbeidshuset (det ankerske) regnet som produksjon
Arb. paa Gardinfabrik,1,Gardinfabrikkarbeider,Industri,regel,
arb. på Gardinfabrikken,1,Gardinfabrikkarbeider,Industri,regel,
Arb. paa Kuffertfab.,1,Reiseeffektarbeider,Industri,regel,
Arb. på skofabrik,1,Skofabriksarbeider,Industri,regel,
Arbeder paa Skofabriken,1,Skofabriksarbeider,Industri,regel,
Arbeide paa Gardinfabrikken,1,Gardinfabrikkarbeider,Industri,regel,
Arbeider bomuldspinderi,1,Spinneriarbeider,Industri,regel,
Arbeider for det Ankerske Arbeidshus,1,Arbeidshus,Forsørget,regel,arbeidshuset (det ankerske) regnet som produksjon
arbeider for spindhus,1,Arbeidshus,Forsørget,regel,
Arbeider i Jernvalsverk,1,Jernverksarbeider,Industri,regel,
Arbeider i skofabrikken,1,Skofabriksarbeider,Industri,regel,
Arbeider p. Gardinfabr,1,Gardinfabrikkarbeider,Industri,regel,
Arbeider paa Fyrstikfabrikken Sliper Fabrikarbeider,1,Fyrstikkfabrikkarbeider,Industri,regel,
Arbeider paa gardin fabriken,1,Gardinfabrikkarbeider,Industri,regel,
Arbeider paa gardinfabrik,1,Gardinfabrikkarbeider,Industri,regel,
Arbeider på gardinfabriken,1,Gardinfabrikkarbeider,Industri,regel,
Arbeider paa gardinfabriken,1,Gardinfabrikkarbeider,Industri,regel,
arbeider på Gardinfabrikken,1,Gardinfabrikkarbeider,Industri,regel,
arbeider paa Gardinfabrikken,1,Gardinfabrikkarbeider,Industri,regel,
Arbeider paa Kabefabrik,1,Kåpefabrikkarbeider,Industri,regel,
Arbeider paa Koffert Fabriken,1,Reiseeffektarbeider,Industri,regel,
Arbeider på Kuffertfabrik,1,Reiseeffektarbeider,Industri,regel,
Arbeider paa Kaabefabrik,1,Reiseeffektarbeider,Industri,regel,
Arbeider på legetøifabrik,1,Leketøyfabrikkarbeider,Industri,regel,
Arbeider paa Skofabrik,1,Skofabriksarbeider,Industri,regel,
arbeider paa Skofabrik,1,Skofabriksarbeider,Industri,regel,
Arbeider paa Skofabriken,1,Skofabriksarbeider,Industri,regel,
arbeider paa Skofabrikken,1,Skofabriksarbeider,Industri,regel,
Arbeider paa Skomagerfabrik,1,Skofabriksarbeider,Industri,regel,
Arbeider på tændstikfabrikken,1,Fyrstikkfabrikkarbeider,Industri,regel,
Arbeider på tænstikfabrik,1,Fyrstikkfabrikkarbeider,Industri,regel,
Arbeider ved Electrecitetværket,1,Everkverksarbeider,Industri,regel,arbeidshuset (det ankerske) regnet som produksjon
Arbeider ved Elektricitetverke,1,Everkverksarbeider,Industri,regel,
Arbeider ved Gardinfabrik,1,Gardinfabrikkarbeider,Industri,regel,
Arbeider ved Gardinfabrikken,1,Gardinfabrikkarbeider,Industri,regel,
Arbeider ved Koffert-Fabrik,1,Reiseeffektarbeider,Industri,regel,
Arbeider ved Norsk Gardinfab,1,Gardinfabrikkarbeider,Industri,regel,arbeidshuset (det ankerske) regnet som produksjon
Arbeider ved Sebefabrik,1,Såpefabrikkarbeider,Industri,regel,
Arbeider vid Smørf,1,Margarinfabrikkarbeider,Industri,regel,
Arbeider. Tændstikfab.,1,Fyrstikkfabrikkarbeider,Industri,regel,
Arbeider. Tændstikfabrik,1,Fyrstikkfabrikkarbeider,Industri,regel,
Arbeiderske fyrstikf.,1,Fyrstikkfabrikkarbeider,Industri,regel,
Arbeiderske Fyrstikfabr.,1,Fyrstikkfabrikkarbeider,Industri,regel,
Arbeiderske fyrstikfabr.,1,Gardinfabrikkarbeider,Industri,regel,
Arbeiderske på Gardinfabrikken,1,Gardinfabrikkarbeider,Industri,regel,
Arbeiderske paa Haldens tændstikf.,1,Fyrstikkfabrikkarbeider,Industri,regel,
Arbeiderske paa luefabriken,1,Luefabrikkarbeider,Industri,regel,
Arbeiderske paa Skofabrik,1,Skofabriksarbeider,Industri,regel,
Arbeiderske ved koffertfabrikken,1,Reiseeffektarbeider,Industri,regel,
Arbeiderske ved Kuffertfabrik,1,Reiseeffektarbeider,Industri,regel,
Arbeiderske ved luefabrikken,1,Luefabrikkarbeider,Industri,regel,
"Arbeiderske, Skofabrik",1,Skofabriksarbeider,Industri,regel,
Arbeidsformand ved Jernverk,1,Arbeidsformann,Industri,regel,
Arbejder ved fyrstikfabrik,1,Fyrstikkfabrikkarbeider,Industri,regel,
Arbejderske ved Norsk gardinfabrik,1,Gardinfabrikkarbeider,Industri,regel,
Bestyrer paa skofabrik,1,Skofabrikkbestyrer,Industri,regel,
Bestyrerinde Gardinfabrikken,1,Gardinfabrikkbestyrer,Industri,regel,
Bestyrerinde paa Gardin Fabrikken,1,Gardinfabrikkbestyrer,Industri,regel,
Bestyrerinde ved kaabefabrik,1,Kåpefabrikkbestyrer,Industri,regel,
Bestyrerinde ved luefabrik,1,Luefabrikkbestyrer,Industri,regel,
Betjent Cathrineh. Jernværk,1,Verksbetjent,Industri,regel,
Bikubbinder Arb arbeidshuset,1,Arbeidshus,Forsørget,regel,arbeidshuset (det ankerske) regnet som produksjon
Binderske,1,Binderske,Industri,regel,arbeidshuset (det ankerske) regnet som produksjon
Bleker Gardinfabrikarbeider,1,Gardinfabrikkarbeider,Industri,regel,
Brusarbeider,1,Brusarbeider,Industri,regel,
Brusfabrik Lærling,1,Bruslærling,Industri,regel,
Bødker ved Smørfabrik,1,Bøkker (industri),Industri,regel,
D Nottler paa Skofabrik,1,Notler/notlerske,Industri,regel,
Dagarbeider på Karbit Sarspborg,1,Dagarbeider,Dagarbeid,manuell,
Dagarbeider ved Chatrineholm Jernværk,1,Dagarbeider,Dagarbeid,regel,
Dagarbeider ved jernverk,1,Dagarbeider,Dagarbeid,regel,
Dagarbeider ved Katrineholms Jernværk,1,Dagarbeider,Dagarbeid,regel,
Dagarberder ved Jernverk,1,Dagarbeider,Dagarbeid,regel,
Dynamomester,1,Dynamomester,Industri,regel,arbeidshuset (det ankerske) regnet som produksjon
Elektrik arbeider,1,Elektriker,Industri,regel,
Elektrikarbeider,1,Elektriker,Industri,regel,
Elektriker ved elektisitetsværk,1,Elektriker,Industri,regel,
Elektrikker,1,Elektriker,Industri,regel,
Elektrikker Frd.hald Elektricitetsverk,1,Elektriker,Industri,regel,
Elektrisk maskinpasser ved Elekt. værk,1,Maskinpasser,Industri,regel,arbeidshuset (det ankerske) regnet som produksjon
Elektriskarbeider ved elektricitetsværk,1,Elektriker,Industri,regel,
Elektrotekniker,1,Elektrotekniker,Industri,regel,arbeidshuset (det ankerske) regnet som produksjon
fabrek pige Gardinfabrikken,1,Gardinfabrikkarbeider,Industri,regel,
fabrek pige paa Gardinfabrikken,1,Gardinfabrikkarbeider,Industri,regel,
Fabrikarbeider Fyrstikfabr hersteds,1,Fyrstikkfabrikkarbeider,Industri,regel,
Fabrikarbeider Fyrstikfabrik,1,Fyrstikkfabrikkarbeider,Industri,regel,
Fabrikarbeider Halvorsens Skofabrik,1,Skofabrikkarbeider,Industri,regel,
Fabrikarbeider Kaabefabrik hos Jens Hofgaard,1,Kåpefabrikkarbeider,Industri,regel,
Fabrikarbeider paa Gardinfabrikken,1,Gardinfabrikkarbeider,Industri,regel,
Fabrikarbeider paa Haldens Skotøifabrik,1,Skofabrikkarbeider,Industri,regel,
Fabrikarbeiderske Kufertfabrikken,1,Fyrstikkfabrikkarbeider,Industri,regel,
Fabrikarbeiderske paa Fyrstikfabrikken,1,Fyrstikkfabrikkarbeider,Industri,regel,
Fabrikeier,1,Fabrikkeier,Industri,regel,
Fabrikmester i Skotøifabrik,1,Fabrikkmester,Industri,regel,
Fabriks arbeider,1,Fabrikkarbeider,Industri,regel,
Fabriks Arbeidersk,1,Fabrikkarbeider,Industri,regel,
Fabriksarbejderske,1,Fabrikkarbeider,Industri,regel,
Fagbrik Arbeider,1,Fabrikkarbeider,Industri,regel,arbeidshuset (det ankerske) regnet som produksjon
Fh. Skiper Skomager ved Skofabriken,1,Skofabrikkarbeider,Industri,regel,
filer ved Kathrineholms Jernverk,1,Filer/filhugger,Industri,regel,
Filer ved Kattrineholms Jernverk,1,Filer/filhugger,Industri,regel,
Filer. Mekanisk,1,Filer/filhugger,Industri,regel,arbeidshuset (det ankerske) regnet som produksjon
Flaskehylster fabrikarbske,1,Flaskehylsterarbeider,Industri,regel,
Forman Paa skofabrik,1,Fabrikkformann,Industri,regel,
Formand i Skofabrik,1,Fabrikkformann,Industri,regel,
Formand paa Gasværket,1,Fabrikkformann,Industri,regel,
Formand paa Skotøifabrik,1,Fabrikkformann,Industri,regel,
Formand ved Actieselskabet Gahms Kuffertfabrik hersteds,1,Fabrikkformann,Industri,regel,
Formand ved Borregaard fabrik,1,Fabrikkformann,Industri,regel,
Formand ved Skofabrik,1,Fabrikkformann,Industri,regel,
Former ved Chatrineholm Jernverk,1,Støperiformer,Industri,regel,
Former ved Jernverkket,1,Støperiformer,Industri,regel,
Fyrbytter Støberi,1,Fyrbøter,Industri,regel,
fyrer paa Jernverkkets Contor,1,Fyrbøter,Industri,regel,
Fyrstik arbeider,1,Fyrstikkfabrikkarbeider,Industri,regel,
fyrstik arbeiderske,1,Fyrstikkfabrikkarbeider,Industri,regel,
Fyrstik-Arbeiderske,1,Fyrstikkfabrikkarbeider,Industri,regel,
Fyrstikarbejder,1,Fyrstikkfabrikkarbeider,Industri,regel,
Fyrstikarbejder. - 'Haldens Tændstikfabrik',1,Fyrstikkfabrikkarbeider,Industri,regel,
Fyrstikarbejderske,1,Fyrstikkfabrikkarbeider,Industri,regel,
fyrstikfabrik arbeider,1,Fyrstikkfabrikkarbeider,Industri,regel,
fyrstikfabrikarbeiderske,1,Fyrstikkfabrikkarbeider,Industri,regel,
Fyrstikfabrikarbejder,1,Fyrstikkfabrikkarbeider,Industri,regel,
fyrstikfbr. arbeiderske,1,Fyrstikkfabrikkarbeider,Industri,regel,
Fyrstikks Arbeider paa Fyrstikfabrikken,1,Fyrstikkfabrikkarbeider,Industri,regel,
Gardinarbeiderske,1,Gardinfabrikkarbeider,Industri,regel,arbeidshuset (det ankerske) regnet som produksjon
Gardinfabrik arbeider,1,Gardinfabrikkarbeider,Industri,regel,
gardinfabrik arbeiderske,1,Gardinfabrikkarbeider,Industri,regel,
"Gardinfabrik, Fabriksarbeider",1,Gardinfabrikkarbeider,Industri,regel,
Gardinfabriken,1,Gardinfabrikkarbeider,Industri,regel,
Gardinfabrikken,1,Gardinfabrikkarbeider,Industri,regel,
Gardinfabriksarbeider,1,Gardinfabrikkarbeider,Industri,regel,
Gardins arbeider,1,Gardinfabrikkarbeider,Industri,regel,arbeidshuset (det ankerske) regnet som produksjon
Gardinväfvare,1,Veveriarbeider,Industri,regel,arbeidshuset (det ankerske) regnet som produksjon
Gardinvæver Gardinfabrikarbeider,1,Veveriarbeider,Industri,regel,
Garnpakker Bomuldspinderi,1,Spinneriarbeider,Industri,regel,
Haldes Skofabrik,1,Skofabrikkarbeider,Industri,regel,
har senest arb på Gardinfabrikken,1,Gardinfabrikkarbeider,Industri,regel,
Hustru fyrstikfbr arbeiderske,1,Fyrstikkfabrikkarbeider,Industri,manuell,yrket vinner over familiestilling
Jernsyner,1,Kvalitetskontrollør,Industri,regel,arbeidshuset (det ankerske) regnet som produksjon
Jernverks arbeider,1,Jernverksarbeider,Industri,regel,
Jernverksarbejder,1,Jernverksarbeider,Industri,regel,
Jernværks arbeider,1,Jernverksarbeider,Industri,regel,
Kjettingsmed ved Kattrineholms Jernverk,1,Smed (industri),Industri,regel,
Kjettingsmedformand,1,Smedformann,Industri,manuell,
Kjettingsnd v Jernværk,1,Smed (industri),Industri,regel,
Klisterske ved Skofabrik,1,Skofabrikkarbeider,Industri,regel,
Koffertsarbeidarer,1,Reiseeffektarbeider,Industri,regel,arbeidshuset (det ankerske) regnet som produksjon
Kofortarbeider,1,Reiseeffektarbeider,Industri,regel,arbeidshuset (det ankerske) regnet som produksjon
Krandsebinderske,1,Arbeidshus,Forsørget,regel,arbeidshuset (det ankerske) regnet som produksjon
Kuffert Arbeider,1,Reiseeffektarbeider,Industri,regel,
Kuffertfabrik arbeiderske,1,Reiseeffektarbeider,Industri,regel,
Kuffertfabrikarbeider %Kuffertfabrikart%,1,Reiseeffektarbeider,Industri,regel,
Kuffertfabrikarbeider %Reisefektmager%,1,Reiseeffektarbeider,Industri,regel,
Kuffertfabrikarbeider %Reiseverkarbeider%,1,Reiseeffektarbeider,Industri,regel,
Kuffertfabrikarbeiderske,1,Reiseeffektarbeider,Industri,regel,
Kuffertfabriksarbeiderske,1,Reiseeffektarbeider,Industri,regel,
Kufurtfabrikarbeiderske,1,Reiseeffektarbeider,Industri,regel,
Kurvarb. paa det Ankerske arbeidshus,1,Arbeidshus,Forsørget,regel,arbeidshuset (det ankerske) regnet som produksjon
Kaabefabrik arbeiderske,1,Kåpefabrikkarbeider,Industri,regel,
Kaabefabrikarbeiderske,1,Kåpefabrikkarbeider,Industri,regel,
Kaabefabriken hos Hofgaard,1,Kåpefabrikkarbeider,Industri,regel,
Kaabesømmerske i Kåbefabrik,1,Kåpefabrikkarbeider,Industri,regel,
Lager Arbeider ved Gardinfabriken,1,Lagerarbeider (industri),Industri,regel,
Lagerbetjent ved Haldens Spinderi,1,Lagerbetjent,Industri,regel,
Lagermand ved Bomuldsspinderi,1,Lagerarbeider (industri),Industri,regel,
Lagermand ved Haldens Bomuldspinderi & Væveri,1,Lagerarbeider (industri),Industri,regel,
Legetøi arbeider,1,Leketøysarbeider,Industri,regel,arbeidshuset (det ankerske) regnet som produksjon
Legetøisarbeider,1,Leketøysarbeider,Industri,regel,arbeidshuset (det ankerske) regnet som produksjon
Legtøiarbeider,1,Leketøysarbeider,Industri,regel,
Lær arbeider,1,Lærarbeider,Industri,regel,arbeidshuset (det ankerske) regnet som produksjon
Læregut i Sæbefabrikation,1,Såpefabrikklærling,Industri,regel,
Lærling paa Kuffertfabrik,1,Koffertfabrikklærling,Industri,regel,
Margarinarbeider Foremand,1,Fabrikkformann,Industri,regel,arbeidshuset (det ankerske) regnet som produksjon
Margarinfabrik Arbeider,1,Margarinfabrikkarbeider,Industri,regel,
Marsjinist Ved Margarinfabrik,1,Maskinist (industri),Industri,regel,
Marskinist,1,Maskinist (industri),Industri,manuell,TVIL: maskinist uten kontekst — skip eller land?
Maskinist Lærling,1,Maskinist (industri),Industri,manuell,TVIL: maskinist uten kontekst
Maskinist og Reperatør Haldens Skofabrik,1,Maskinist (industri),Industri,regel,
Maskinist ved Byens electriske Værk,1,Maskinist (industri),Industri,regel,arbeidshuset (det ankerske) regnet som produksjon
"Maskinist, Elek.-verket",1,Maskinist (industri),Industri,regel,arbeidshuset (det ankerske) regnet som produksjon
Maskinstrikerske,1,Maskinstrikker,Industri,regel,arbeidshuset (det ankerske) regnet som produksjon
Mek. Arbeider,1,Mekaniker,Industri,manuell,
Mekaniker mek. verksted,1,Mekaniker,Industri,regel,
Mekanisk Arbeider,1,Mekaniker,Industri,manuell,
Mekanisk Arbeider paa Tændstikfabrik,1,Mekaniker,Industri,regel,
Mekanisk Arbeider ved C.holm,1,Mekaniker,Industri,manuell,
Mekanisk Verksted Formand,1,Verkstedsformann,Industri,regel,
Modelsnedker paa Fabrik,1,Modellsnekker,Industri,regel,
Monteurlærling ved elektrisk anlæg,1,Montørlærling,Industri,manuell,
Montør,1,Montør,Industri,regel,
Montør ved elektr. Lys anlæg,1,Montør,Industri,regel,
Montør ved Elektrikken,1,Montør,Industri,regel,
Montørlærling,1,Montørlærling,Industri,regel,
Notler,1,Notler/notlerske,Industri,regel,arbeidshuset (det ankerske) regnet som produksjon
Notler paa Skofabrikken,1,Notler/notlerske,Industri,regel,
Notlerske hos Halvorsen,1,Notler/notlerske,Industri,regel,
Notlerske hos N Hansen,1,Notler/notlerske,Industri,regel,
Notlerske i Hjemmet,1,Notler/notlerske,Industri,regel,
Notlerske paa skofabrik,1,Notler/notlerske,Industri,regel,
Notlerske Skofabrik,1,Notler/notlerske,Industri,regel,
Notlerske ved Fabrik,1,Notler/notlerske,Industri,regel,
Notlerske ved Haldens Skofabrik,1,Notler/notlerske,Industri,regel,
Naatlerske paa Fabrik,1,Notler/notlerske,Industri,regel,
Naatlerske ved %H% %S% Skofabrik,1,Notler/notlerske,Industri,regel,
Oppinder paa Halvorsens Skotøjsfabrik,1,Skofabrikkarbeider,Industri,regel,
Pakkerske fyrstikfabr.,1,Pakker(ske),Industri,regel,
Pakkerske paa skofabrik,1,Pakker(ske),Industri,regel,
Pakkerske paa Tændstikfabrik,1,Pakker(ske),Industri,regel,
Pige Spinderiarbeiderske,1,Spinneriarbeider,Industri,regel,
R??æksmed ved Jernverk,1,Smed (industri),Industri,regel,
Rakker ved Katrineholm,1,Rakker (jernverk),Industri,regel,arbeidshuset (det ankerske) regnet som produksjon
Ramlægger Fyrstikfabrikarbeider,1,Ramlegger,Industri,regel,
Ramlægger paa Fyrstikfabrik,1,Ramlegger,Industri,regel,
Ramlægger paa Tænstikfabriken,1,Ramlegger,Industri,regel,
Reiseefekt - Formand,1,Fabrikkformann,Industri,manuell,
Reiseeffektarbeider,1,Reiseeffektarbeider,Industri,regel,arbeidshuset (det ankerske) regnet som produksjon
ReparationsSnekker på gardinfabrik,1,Reparasjonssnekker,Industri,regel,
Sadelmager hos Vognfabrikant Andersen hersteds,1,Sadelmaker (fabrikk),Industri,regel,
Skibstømmermand ansat paa Brevigs værft,1,Skipstømmermann (verft),Sjøfart,manuell,skipstømmermann ansatt på verft = landarbeid
